Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Study of Malicious Code Classification System Using MinHash in Network Quarantine Using SDN","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-3023-9_91","Soo-Hwan LeeMyeong-Uk SongJun-Kwon JungTai-Myoung Chung","2017","http://link.springer.com/chapter/10.1007/978-981-10-3023-9_91","Chapter"
"DDoS Attack Detection Based on RBFNN in SDN","Advanced Hybrid Information Processing","","","","10.1007/978-3-030-19086-6_23","Jingmei LiMengqi ZhangJiaxiang Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-19086-6_23","Chapter"
"SDN/NFV-Based Moving Target DDoS Defense Mechanism","Recent Trends in Data Science and Soft Computing","","","","10.1007/978-3-319-99007-1_51","Chien-Chang LiuBo-Sheng HuangChia-Wei TsengYao-Tsung YangLi-Der Chou","2019","http://link.springer.com/chapter/10.1007/978-3-319-99007-1_51","Chapter"
"Analysis of Security Attacks in SDN Network: A Comprehensive Survey","Contemporary Issues in Communication, Cloud and Big Data Analytics","","","","10.1007/978-981-16-4244-9_3","Ali Nadim AlhajNitul Dutta","2022","http://link.springer.com/chapter/10.1007/978-981-16-4244-9_3","Chapter"
"Integration of IoT and SDN to Mitigate DDoS with RYU Controller","Computer Networks, Big Data and IoT","","","","10.1007/978-981-16-0965-7_52","Mimi CherianSatishkumar Verma","2021","http://link.springer.com/chapter/10.1007/978-981-16-0965-7_52","Chapter"
"ML/SDN-Based MEC Resource Management for QoS Assurances","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-99-1252-0_79","Seyha RosChanthol EangProhim TamSeokhoon Kim","2023","http://link.springer.com/chapter/10.1007/978-981-99-1252-0_79","Chapter"
"Multi-controller Cooperation High-Efficiency Device Fault Diagnosis Algorithm for Power Communication Network in SDN Environment","Proceedings of the 9th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-3753-0_103","Ruide LiZhenchao LiaoMinghua TangJiajun ChenWeixiong Li","2021","http://link.springer.com/chapter/10.1007/978-981-15-3753-0_103","Chapter"
"Analyzing Threats of IoT Networks Using SDN Based Intrusion Detection System (SDIoT-IDS)","Smart and Innovative Trends in Next Generation Computing Technologies","","","","10.1007/978-981-10-8660-1_41","Azka WaniS. Revathi","2018","http://link.springer.com/chapter/10.1007/978-981-10-8660-1_41","Chapter"
"Building and Operating Distributed SDN-Cloud Testbed with Hyper-Convergent SmartX Boxes","Cloud Computing","","","","10.1007/978-3-319-38904-2_23","Aris Cahyadi RisdiantoJunsik ShinJongWon Kim","2016","http://link.springer.com/chapter/10.1007/978-3-319-38904-2_23","Chapter"
"Access Control Method of SDN Network Based on Zero Trust","Tenth International Conference on Applications and Techniques in Cyber Intelligence (ICATCI 2022)","","","","10.1007/978-3-031-29097-8_59","Ming LiHang ChengWanwan CaoSongbo YuJie Song","2023","http://link.springer.com/chapter/10.1007/978-3-031-29097-8_59","Chapter"
"On the Optimal NFVI-PoP Placement for SDN-Enabled 5G Networks","Trends in Cyber-Physical Multi-Agent Systems. The PAAMS Collection - 15th International Conference, PAAMS 2017","","","","10.1007/978-3-319-61578-3_29","Alejandro Santoyo-GonzálezCristina Cervelló-Pastor","2018","http://link.springer.com/chapter/10.1007/978-3-319-61578-3_29","Chapter"
"A DDoS Detection and Mitigation System Framework Based on Spark and SDN","Smart Computing and Communication","","","","10.1007/978-3-319-52015-5_35","Qiao YanWenyao Huang","2017","http://link.springer.com/chapter/10.1007/978-3-319-52015-5_35","Chapter"
"A Green and High Efficient Architecture for Ground Information Port with SDN","Communications, Signal Processing, and Systems","","","","10.1007/978-981-13-9409-6_156","Peng QinJianming LiXiaohong XueHongmei ZhangChang JiangYunlong Wang","2020","http://link.springer.com/chapter/10.1007/978-981-13-9409-6_156","Chapter"
"Intrusion Prevention System Evaluation for SDN-Enabled IoT Systems","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-319-74935-8_21","Alexandru StancuStefan-Ciprian ArseniAlexandru VulpeOctavian FratuSinoma Halunga","2018","http://link.springer.com/chapter/10.1007/978-3-319-74935-8_21","Chapter"
"Hybrid Load Balancing Approach for SDN-Enabled M2M Networks","Proceedings of International Conference on Wireless Communication","","","","10.1007/978-981-15-1002-1_32","B. AjeethV. Muthumanikandan","2020","http://link.springer.com/chapter/10.1007/978-981-15-1002-1_32","Chapter"
"Detection and Defense Against DDoS Attack on SDN Controller Based on Spatiotemporal Feature","Security and Privacy in Digital Economy","","","","10.1007/978-981-15-9129-7_1","Yan XuJinxing MaSheng Zhong","2020","http://link.springer.com/chapter/10.1007/978-981-15-9129-7_1","Chapter"
"A Framework to Achieve Full Waypoint Enforcement in Hybrid SDN Networks","Advanced Information Networking and Applications","","","","10.1007/978-3-030-15032-7_28","Sandhya RatheeT. Dinesh Ram KumarK. HaribabuAshutosh Bhatia","2020","http://link.springer.com/chapter/10.1007/978-3-030-15032-7_28","Chapter"
"Authentication for Resilience: The Case of SDN","Security Protocols XXI","","","","10.1007/978-3-642-41717-7_6","Dongting YuAndrew W. MooreChris HallRoss Anderson","2013","http://link.springer.com/chapter/10.1007/978-3-642-41717-7_6","Chapter"
"An Efficient Anonymous Authentication Scheme to Improve Security and Privacy in Large-Scale SDN-Based MANET","Proceedings of First International Conference on Computational Electronics for Wireless Communications","","","","10.1007/978-981-16-6246-1_30","Suneel MiriyalaM. Satya Sai ram","2022","http://link.springer.com/chapter/10.1007/978-981-16-6246-1_30","Chapter"
"Enabling Dynamic Reconfigurability of SDRs Using SDN Principles","Ad Hoc Networks","","","","10.1007/978-3-319-51204-4_30","Prithviraj ShomeJalil ModaresNicholas MastronardeAlex Sprintson","2017","http://link.springer.com/chapter/10.1007/978-3-319-51204-4_30","Chapter"
"Compact TCAM: Flow Entry Compaction in TCAM for Power Aware SDN","Distributed Computing and Networking","","","","10.1007/978-3-642-35668-1_32","Kalapriya KannanSubhasis Banerjee","2013","http://link.springer.com/chapter/10.1007/978-3-642-35668-1_32","Chapter"
"A SDN Security Transmission Service Using Multi-connection and Time-Slot Scheduling","Communications and Networking","","","","10.1007/978-3-319-78130-3_47","Shiqi ZhouRongheng LinShuquan FanHua ZouBudan Wu","2018","http://link.springer.com/chapter/10.1007/978-3-319-78130-3_47","Chapter"
"Wireless SDN: A Perspective for Handover Management","Smart Trends in Computing and Communications","","","","10.1007/978-981-99-0838-7_1","Krishna Vijay SinghIsh Nath JhaAmit Kumar Roy","2023","http://link.springer.com/chapter/10.1007/978-981-99-0838-7_1","Chapter"
"SDN-Based Fast Handover Approach to Improve the QoS of Video Streaming over Wi-Fi Networks","Computing and Network Sustainability","","","","10.1007/978-981-13-7150-9_14","Krishna Vijay SinghMayank Pandey","2019","http://link.springer.com/chapter/10.1007/978-981-13-7150-9_14","Chapter"
"Cog-SDN: Mitigation Mechanism for Distributed Denial of Service Attacks in Software Defined Networks","Applications and Techniques in Information Security","","","","10.1007/978-981-15-0871-4_16","P. Mohana PriyaK. R. Manjula","2019","http://link.springer.com/chapter/10.1007/978-981-15-0871-4_16","Chapter"
"The Multi-Objective Routing Optimization Algorithm for Hybrid SDN","Proceedings of the 28th Conference of Spacecraft TT&C Technology in China","","","","10.1007/978-981-10-4837-1_39","Suolin GuLijuan LuoZhekun ZhaoXiaofang Li","2018","http://link.springer.com/chapter/10.1007/978-981-10-4837-1_39","Chapter"
"Software Defined Networking Concept (SDN)  Based on Artificial Intelligence: Taxonomy of  Methods and Future Directions","Advances on Intelligent Computing and Data Science","","","","10.1007/978-3-031-36258-3_20","Rihane AbderrahmanFaysal BensalahYassine MalehBaddi YoussefYouness Bouzekri","2023","http://link.springer.com/chapter/10.1007/978-3-031-36258-3_20","Chapter"
"SDN-Based Routing for Efficient Message Propagation in VANET","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-319-21837-3_77","Ming ZhuJiannong CaoDeming PangZongjian HeMing Xu","2015","http://link.springer.com/chapter/10.1007/978-3-319-21837-3_77","Chapter"
"Multipath Load Balancing in SDN/OSPF Hybrid Network","Network and Parallel Computing","","","","10.1007/978-3-319-47099-3_8","Xiangshan SunZhiping JiaMengying ZhaoZhiyong Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-47099-3_8","Chapter"
"Motivation of DDOS Attack-Aware Link Assignment between Switches to SDN Controllers","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-319-72389-1_12","Sameer AliSaw Chin TanLee Ching KwangZulfadzli YusoffReazul HaqueIr. Rizaludin KaspinSalvatore Renato Ziri","2017","http://link.springer.com/chapter/10.1007/978-3-319-72389-1_12","Chapter"
"Adversarial Attacks on SDN-Based Deep Learning IDS System","Mobile and Wireless Technology 2018","","","","10.1007/978-981-13-1059-1_17","Chi-Hsuan HuangTsung-Han LeeLin-huang ChangJhih-Ren LinGwoboa Horng","2019","http://link.springer.com/chapter/10.1007/978-981-13-1059-1_17","Chapter"
"Sustainable Green Networking in Cloud SDN: A Model with QoS Awareness","Smart Cities/Smart Regions – Technische, wirtschaftliche und gesellschaftliche Innovationen","","","","10.1007/978-3-658-25210-6_52","Ammar AlSousMohamad HamedJorge Marx GómezManuel Mora","2019","http://link.springer.com/chapter/10.1007/978-3-658-25210-6_52","Chapter"
"The SDN-Governed Ad Hoc Swarm for Mobile Surveillance of Meteorological Facilities","Quality, Reliability, Security and Robustness in Heterogeneous Systems","","","","10.1007/978-3-030-77569-8_5","Xi ChenTao WuYing Tan","2021","http://link.springer.com/chapter/10.1007/978-3-030-77569-8_5","Chapter"
"SmartNV: Smart Network Virtualization Based on SDN","Computational Intelligence and Intelligent Systems","","","","10.1007/978-981-10-0356-1_51","Xiaodi YuHu LiangFu TaoLi JinZhao Kuo","2016","http://link.springer.com/chapter/10.1007/978-981-10-0356-1_51","Chapter"
"On the Potential of SDN Enabled Network Deployment in Tactical Environments","Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops","","","","10.1007/978-3-030-79157-5_21","George LazaridisKostas PapachristouAnastasios DrosouDimosthenis IoannidisPeriklis ChatzimisiosDimitrios Tzovaras","2021","http://link.springer.com/chapter/10.1007/978-3-030-79157-5_21","Chapter"
"A Fast Handover Scheme for SDN Based Vehicular Network","Mobile Ad-hoc and Sensor Networks","","","","10.1007/978-981-10-8890-2_21","Xing YinLiangmin Wang","2018","http://link.springer.com/chapter/10.1007/978-981-10-8890-2_21","Chapter"
"Research on Interdomain Routing Control in SDN Architecture","Proceeding of 2021 International Conference on Wireless Communications, Networking and Applications","","","","10.1007/978-981-19-2456-9_29","Liangzhe ChenYin ZhuXinyu SunYinlin ZhangGang MinYang ZouZhong Shu","2022","http://link.springer.com/chapter/10.1007/978-981-19-2456-9_29","Chapter"
"Network Behaviour of Open vSwitch as Per the Anticipated Functionality of Network Application Programmed Over SDN Using Pox Controller","Second International Conference on Computer Networks and Communication Technologies","","","","10.1007/978-3-030-37051-0_79","Darekar SachinM. Z. ShaikhHarshal B. Kondke","2020","http://link.springer.com/chapter/10.1007/978-3-030-37051-0_79","Chapter"
"The Study of MME Pool Management and Fault Tolerance in 5G Networks with SDN Controllers","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_57","Fang-Yie LeuCheng-Yan Gu","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_57","Chapter"
"SDN Protocol Analysis with Process Algebra Method","Smart Computing and Communication","","","","10.1007/978-3-319-52015-5_10","Chen FuFu Bing","2017","http://link.springer.com/chapter/10.1007/978-3-319-52015-5_10","Chapter"
"An Improved Light Weight Countermeasure Scheme to Efficiently Mitigate TCP Attacks in SDN","New Trends in Computer Technologies and Applications","","","","10.1007/978-981-19-9582-8_44","Yung-Fa HuangShu-Wai ChangChuan-Bi LinChun-Jung ChenShi-Jun LiChing-Mu Chen","2022","http://link.springer.com/chapter/10.1007/978-981-19-9582-8_44","Chapter"
"Using Machine Learning for Detecting Timing Side-Channel Attacks in SDN","Mobile Internet Security","","","","10.1007/978-981-99-4430-9_13","Faizan ShoaibYang-Wai ChowElena Vlahu-GjorgievskaChau Nguyen","2023","http://link.springer.com/chapter/10.1007/978-981-99-4430-9_13","Chapter"
"Analysis of SDN Attack and Defense Strategy Based on Zero-Sum Game","Advances in Brain Inspired Cognitive Systems","","","","10.1007/978-3-030-39431-8_46","Rongfu ZhouJun LinLan LiuMin YeShunhe Wei","2020","http://link.springer.com/chapter/10.1007/978-3-030-39431-8_46","Chapter"
"SDN Framework for Efficient Latency-Aware Topology Discovery in ISTN","Intelligent Sustainable Systems","","","","10.1007/978-981-99-1726-6_2","V. DeepaB. Sivakumar","2023","http://link.springer.com/chapter/10.1007/978-981-99-1726-6_2","Chapter"
"Secure Exchanges Activity in Function of Event Detection with the SDN","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-030-16042-5_28","Salim Mahamat CharfadineOlivier FlauzacFlorent NolotCyril RabatCarlos Gonzalez","2019","http://link.springer.com/chapter/10.1007/978-3-030-16042-5_28","Chapter"
"A Solution for SDN Policy Conflict Consistency Problem","Frontier Computing","","","","10.1007/978-981-16-0115-6_62","Xin-Zhi TianHai-Jie ShenXiao-Fan ChenCai-Hong Li","2021","http://link.springer.com/chapter/10.1007/978-981-16-0115-6_62","Chapter"
"Research on Backbone Routing Protocol of Ad Hoc Network Based on SDN","Smart Grid and Internet of Things","","","","10.1007/978-3-031-31275-5_30","Yiming YangDing WangMao YangZhongjiang YanBo Li","2023","http://link.springer.com/chapter/10.1007/978-3-031-31275-5_30","Chapter"
"A SDN Based Method of TCP Connection Handover","Information and Communication Technology","","","","10.1007/978-3-319-24315-3_2","Andrej BinderTomas BorosIvan Kotuliak","2015","http://link.springer.com/chapter/10.1007/978-3-319-24315-3_2","Chapter"
"Implications of Network Resources and Topologies Over SDN System Performances","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-319-92213-3_4","Bojan VelevskiValentin RakovicLiljana Gavrilovska","2018","http://link.springer.com/chapter/10.1007/978-3-319-92213-3_4","Chapter"
"Security Issues and Challenges in SDN","Advances in Cyber Security","","","","10.1007/978-981-16-8059-5_32","Ali Haider ShamsanArman Rasool Faridi","2021","http://link.springer.com/chapter/10.1007/978-981-16-8059-5_32","Chapter"
"A SDN Proactive Defense Scheme Based on IP and MAC Address Mutation","Wireless Internet","","","","10.1007/978-3-319-72998-5_6","Liancheng ZhangZhenxing WangJiabao FangYi Guo","2018","http://link.springer.com/chapter/10.1007/978-3-319-72998-5_6","Chapter"
"To Defeat DDoS Attacks in Cloud Computing Environment Using Software Defined Networking (SDN)","Intelligent Algorithms in Software Engineering","","","","10.1007/978-3-030-51965-0_7","B. N. YuvarajuM. Narender","2020","http://link.springer.com/chapter/10.1007/978-3-030-51965-0_7","Chapter"
