Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
NITSDN: Development of SDN Dataset for ML-Based Intrusion Detection System,Advanced Computational and Communication Paradigms,,,,10.1007/978-981-99-4284-8_8,Bipal KhanalChandan KumarMd. Sarfaraj Alam Ansari,2023,http://link.springer.com/chapter/10.1007/978-981-99-4284-8_8,Chapter,
Designing a SDN-Based Intrusion Detection and Mitigation System Using Machine Learning Techniques,Proceedings of International Conference on Advanced Communications and Machine Intelligence,,,,10.1007/978-981-99-2768-5_29,G. LogeswariS. BoseT. Anitha,2023,http://link.springer.com/chapter/10.1007/978-981-99-2768-5_29,Chapter,
EVADE: Efficient Moving Target Defense for Autonomous Network Topology Shuffling Using Deep Reinforcement Learning,Applied Cryptography  and Network Security,,,,10.1007/978-3-031-33488-7_21,Qisheng ZhangJin-Hee ChoTerrence J. MooreDan Dongseong KimHyuk LimFrederica Nelson,2023,http://link.springer.com/chapter/10.1007/978-3-031-33488-7_21,Chapter,
A Reconfigurable and Dynamic Access Control Model in the Programmable Data Plane,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_38,Xincheng YanNa ZhouZhihong JiangLetian LiYing Liu,2023,http://link.springer.com/chapter/10.1007/978-981-19-9697-9_38,Chapter,
A Fuzzy-Based Scheme for Selection of Radio Access Technologies in 5G Wireless Networks: QoE Assessment and Its Performance Evaluation,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_5,Phudit AmpriritMakoto IkedaKeita MatsuoLeonard Barolli,2023,http://link.springer.com/chapter/10.1007/978-3-031-29056-5_5,Chapter,
Network Automation: From Intent-Based Networking to Cloud-Native Networking,"Distributed Computing and Artificial Intelligence, Special Sessions I, 20th International Conference",,,,10.1007/978-3-031-38318-2_41,Mahmoud AbbasiJavier PrietoJuan Manuel Corchado,2023,http://link.springer.com/chapter/10.1007/978-3-031-38318-2_41,Chapter,
Securing East-West Communication in a Distributed SDN,Hybrid Intelligent Systems,,,,10.1007/978-3-031-27409-1_112,Hamdi EltaiefKawther ThabetEl Kamel Ali,2023,http://link.springer.com/chapter/10.1007/978-3-031-27409-1_112,Chapter,
DDoS Detection Approach Based on Continual Learning in the SDN Environment,Hybrid Intelligent Systems,,,,10.1007/978-3-031-27409-1_110,Ameni ChetouaneKamel Karoui,2023,http://link.springer.com/chapter/10.1007/978-3-031-27409-1_110,Chapter,
A Survey on the Latest Intrusions and Their Detection Systems in IoT-Based Network,Applications of Computational Intelligence in Management & Mathematics,,,,10.1007/978-3-031-25194-8_6,Partha Jyoti ChelengPrince Prayashnu ChetiaRitapa DasBidhan Ch. SinghaSudipta Majumder,2023,http://link.springer.com/chapter/10.1007/978-3-031-25194-8_6,Chapter,
Telefónica I+D’s Roadmap for Integrated SDN Orchestration of Multi-domain Multi-layer Transport Networks,"Distributed Computing and Artificial Intelligence, Special Sessions I, 20th International Conference",,,,10.1007/978-3-031-38318-2_49,Liesbeth RoelensAlejandro Muñiz Da CostaÓscar González de Dios,2023,http://link.springer.com/chapter/10.1007/978-3-031-38318-2_49,Chapter,
ML/SDN-Based MEC Resource Management for QoS Assurances,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-99-1252-0_79,Seyha RosChanthol EangProhim TamSeokhoon Kim,2023,http://link.springer.com/chapter/10.1007/978-981-99-1252-0_79,Chapter,
Overview of DDoS Attack Research Under SDN,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20099-1_4,Lei GuoShan JingChuan Zhao,2023,http://link.springer.com/chapter/10.1007/978-3-031-20099-1_4,Chapter,
A Review on Congestion Control Using Routing Technique and Machine Learning,Proceedings of the Third International Conference on Information Management and Machine Intelligence,,,,10.1007/978-981-19-2065-3_47,S. HassijaY. AroraK. TripathiM. Vijarania,2023,http://link.springer.com/chapter/10.1007/978-981-19-2065-3_47,Chapter,
Virtualized Network Functions Placement Scheme in Cloud Network Collaborative Operation Platform,Big Data and Security,,,,10.1007/978-981-99-3300-6_34,Youjun HuLan GanE. LonghuiFangcheng ChuYang LuXifan NieFei Zhao,2023,http://link.springer.com/chapter/10.1007/978-981-99-3300-6_34,Chapter,
Analysis of an IoT-Based SDN Smart Health Monitoring System,"Microelectronics, Circuits and Systems",,,,10.1007/978-981-99-0412-9_28,M. Tejeswara KumarN. V. R. Vikram GPunyaban Patel,2023,http://link.springer.com/chapter/10.1007/978-981-99-0412-9_28,Chapter,
Research on Backbone Routing Protocol of Ad Hoc Network Based on SDN,Smart Grid and Internet of Things,,,,10.1007/978-3-031-31275-5_30,Yiming YangDing WangMao YangZhongjiang YanBo Li,2023,http://link.springer.com/chapter/10.1007/978-3-031-31275-5_30,Chapter,
Adaptive End-To-End Network Slicing on 5G Networks,Big Data and Cloud Computing,,,,10.1007/978-981-99-1051-9_20,P. Sakthi SaravanakumarE. MahendranV. Suresh,2023,http://link.springer.com/chapter/10.1007/978-981-99-1051-9_20,Chapter,
A Vulnerability Detection Method for SDN with Optimized Fuzzing,Advanced Information Networking and Applications,,,,10.1007/978-3-031-28451-9_46,Xiaofeng ChiBingquan WangJingling ZhaoBaojiang Cui,2023,http://link.springer.com/chapter/10.1007/978-3-031-28451-9_46,Chapter,
Software-Defined Manufacturing for the Entire Life Cycle at Different Levels of Production,Advances in Automotive Production Technology – Towards Software-Defined Manufacturing and Resilient Supply Chains,,,,10.1007/978-3-031-27933-1_3,Sebastian BehrendtMichael MartinAlexander PuchtaRobin StröbelJohannes FiselMarvin C. MayPhilipp GönnheimerJürgen FleischerGisela Lanza,2023,http://link.springer.com/chapter/10.1007/978-3-031-27933-1_3,Chapter,
Overview: Security in 5G Wireless Systems,"Distributed Computing and Artificial Intelligence, Special Sessions, 19th International Conference",,,,10.1007/978-3-031-23210-7_13,Carlos D. Aguilar-Mora,2023,http://link.springer.com/chapter/10.1007/978-3-031-23210-7_13,Chapter,
Toward a Secure Industry 4.0: An SDN-Assisted Approach “SSI4”,"Science, Engineering Management and Information Technology",,,,10.1007/978-3-031-40395-8_27,Sara LahlouMohammed BoulmalfKarim Zkik,2023,http://link.springer.com/chapter/10.1007/978-3-031-40395-8_27,Chapter,
A System Architecture for Heterogeneous Time- Sensitive Networking Based on SDN,Advanced Information Networking and Applications,,,,10.1007/978-3-031-28694-0_37,Hongrui Nie,2023,http://link.springer.com/chapter/10.1007/978-3-031-28694-0_37,Chapter,
A Survey of Multipath Transport Mechanism in Data Center Networks,Mobile Networks and Management,,,,10.1007/978-3-031-32443-7_27,Ruiwen JiLejun JiKeyang GuJunyi WuGang Lei,2023,http://link.springer.com/chapter/10.1007/978-3-031-32443-7_27,Chapter,
A Hybrid Strategy for DoS Attacks Detection and Mitigation on SDN Enabled Real Scenarios,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3091-3_58,Jaime VergaraChristian GarzónJuan Felipe Botero,2023,http://link.springer.com/chapter/10.1007/978-981-99-3091-3_58,Chapter,
Formalization and Verification of SIP Using CSP,"Parallel and Distributed Computing, Applications and Technologies",,,,10.1007/978-3-031-29927-8_13,Zhiru HouJiaqi YinHuibiao ZhuNingning Chen,2023,http://link.springer.com/chapter/10.1007/978-3-031-29927-8_13,Chapter,
Machine Learning for Fog Computing: Perceiving QoE for IoT Applications,Proceedings of the 9th International Conference on Advanced Intelligent Systems and Informatics 2023,,,,10.1007/978-3-031-43247-7_42,Eman AhmedHeba NashaatRawya Rizk,2023,http://link.springer.com/chapter/10.1007/978-3-031-43247-7_42,Chapter,
A Comparison Study of Two Fuzzy-based Systems for Assessment of Fog Computing Resources in SDN-VANETs,"Advances on P2P, Parallel, Grid, Cloud and Internet Computing",,,,10.1007/978-3-031-19945-5_9,Ermioni QafzeziKevin BylykbashiAdmir BarolliMakoto IkedaKeita MatsuoLeonard Barolli,2023,http://link.springer.com/chapter/10.1007/978-3-031-19945-5_9,Chapter,
Hop-by-Hop Verification Mechanism of Packet Forwarding Path Oriented to Programmable Data Plane,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_37,Junsan ZengYing LiuWeiting ZhangXincheng YanNa ZhouZhihong Jiang,2023,http://link.springer.com/chapter/10.1007/978-981-19-9697-9_37,Chapter,
An Efficient Network Slicing Navigation Scheme in a Network Virtualization Environment,Networks and Systems in Cybernetics,,,,10.1007/978-3-031-35317-8_17,Ducsun LimInwhee Joe,2023,http://link.springer.com/chapter/10.1007/978-3-031-35317-8_17,Chapter,
Security Scheduling Method of Cloud Network Big Data Cluster Based on Association Rule Algorithm,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20099-1_42,Teng PengXiaohong Wang,2023,http://link.springer.com/chapter/10.1007/978-3-031-20099-1_42,Chapter,
Machine Learning Techniques in Intrusion Detection System: A Survey,Computer Vision and Robotics,,,,10.1007/978-981-19-7892-0_28,Roshni KhandaitUday ChourasiaPriyanka Dixit,2023,http://link.springer.com/chapter/10.1007/978-981-19-7892-0_28,Chapter,
Load and Energy Balance Strategy of SDN Control Plane in Mobility Scenarios,"Signal and Information Processing, Networking and Computers",,,,10.1007/978-981-19-3387-5_173,Fuwei ZhangWenwen MaDequan XiaoHongyu Peng,2023,http://link.springer.com/chapter/10.1007/978-981-19-3387-5_173,Chapter,
FLOWPRI-SDN: A Framework for Bandwidth Management for Prioritary Data Flows Applied to a Smart City Scenario,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_31,Nilton José Mocelin JúniorAdriano Fiorese,2023,http://link.springer.com/chapter/10.1007/978-3-031-29056-5_31,Chapter,
A Review of Cybersecurity Advancements in Unmanned Aerial Vehicle,Proceedings of the 2023 International Conference on Advances in Computing Research (ACR’23),,,,10.1007/978-3-031-33743-7_30,Mosladdin Mohammad ShuebXiangdong Che,2023,http://link.springer.com/chapter/10.1007/978-3-031-33743-7_30,Chapter,
The Resilience of Unmanned Aerial Vehicles to Cyberattacks and Assessment of Potential Threats,4th International Conference on Artificial Intelligence and Applied Mathematics in Engineering,,,,10.1007/978-3-031-31956-3_10,Ahmet Ali Süzen,2023,http://link.springer.com/chapter/10.1007/978-3-031-31956-3_10,Chapter,
Energy-Efficient and Traffic-Aware Function Analysis of Network Service Orchestration,Advanced Computational Techniques for Renewable Energy Systems,,,,10.1007/978-3-031-21216-1_29,A. E. DinarS. GhoualiM. S. GuellilE. M. Onyema,2023,http://link.springer.com/chapter/10.1007/978-3-031-21216-1_29,Chapter,
Identifying Network Congestion on SDN-Based Data Centers with Supervised Classification,Advanced Information Networking and Applications,,,,10.1007/978-3-031-28451-9_20,Filipe da Silva de OliveiraMaurício Aronne PillonCharles Christian MiersGuilherme Piêgas Koslovski,2023,http://link.springer.com/chapter/10.1007/978-3-031-28451-9_20,Chapter,
A Survey of Intrusion Detection-Based Trust Management Approaches in IoT Networks,Advanced Information Networking and Applications,,,,10.1007/978-3-031-28694-0_48,Meriem SoulaBacem MbarekAref MeddebTomáš Pitner,2023,http://link.springer.com/chapter/10.1007/978-3-031-28694-0_48,Chapter,
Security SFC Path Selection Using Deep Reinforcement Learning,Mobile Internet Security,,,,10.1007/978-981-99-4430-9_7,Shuangxing DengMan LiQi GuoHuachun Zhou,2023,http://link.springer.com/chapter/10.1007/978-981-99-4430-9_7,Chapter,
A Comparison of Discrete Event Simulator and Real-Time Emulator for Mobile Ad Hoc Network,Machine Learning and Intelligent Communication,,,,10.1007/978-3-031-30237-4_6,Jingzhi WangPenghui HuYixin ZhangJian Wang,2023,http://link.springer.com/chapter/10.1007/978-3-031-30237-4_6,Chapter,
"On the Analysis of MUD-Files’ Interactions, Conflicts, and Configuration Requirements Before Deployment",The Fifth International Conference on Safety and Security with IoT,,,,10.1007/978-3-030-94285-4_9,Vafa AndalibiEliot LearDongInn KimL. Jean Camp,2023,http://link.springer.com/chapter/10.1007/978-3-030-94285-4_9,Chapter,
"An SDN-Based DDoS Traffic Generation, Collection and Classification Using Machine Learning Techniques",Advanced Engineering Optimization Through Intelligent Techniques,,,,10.1007/978-981-19-9285-8_39,T. ArvindK. Radhika,2023,http://link.springer.com/chapter/10.1007/978-981-19-9285-8_39,Chapter,
Use Cases Employing a Machine Learning Network Architecture,Artificial Intelligence  Applications  and Innovations. AIAI 2023 IFIP WG 12.5 International Workshops,,,,10.1007/978-3-031-34171-7_12,Ioannis P. ChochliourosJohn VardakasChristos VerikoukisMd Arifur RahmanAndrea P. GuevaraRobbert BeertenPhilippe ChanclouRoberto GonzalezCharalambos KlitisPierangela SamaratiPolyzois SoumplisEmmanuel VarvarigosDimitrios KritharidisKostas ChartsiasChristina Lessi,2023,http://link.springer.com/chapter/10.1007/978-3-031-34171-7_12,Chapter,
Construction and Methods for Solving Problems at the SDN Control Level,Emerging Networking in the Digital Transformation Age,,,,10.1007/978-3-031-24963-1_6,Oleksander RomanovMykola NesterenkoGennaro BoggiaDomenico Striccoli,2023,http://link.springer.com/chapter/10.1007/978-3-031-24963-1_6,Chapter,
Testing Quality of Training in QoE-Aware SFC Orchestration Based on DRL Approach,Testing Software and Systems,,,,10.1007/978-3-031-43240-8_19,Mohamed EscheikhWiem TaktakKamel Barkaoui,2023,http://link.springer.com/chapter/10.1007/978-3-031-43240-8_19,Chapter,
Wireless SDN: A Perspective for Handover Management,Smart Trends in Computing and Communications,,,,10.1007/978-981-99-0838-7_1,Krishna Vijay SinghIsh Nath JhaAmit Kumar Roy,2023,http://link.springer.com/chapter/10.1007/978-981-99-0838-7_1,Chapter,
Blockchain-Enabled Network for 6G Wireless Communication Systems,Intelligent Cyber Physical Systems and Internet of Things,,,,10.1007/978-3-031-18497-0_62,Nazanin MoosaviHamed Taherdoost,2023,http://link.springer.com/chapter/10.1007/978-3-031-18497-0_62,Chapter,
Security Challenges and Recommendations in 5G-IoT Scenarios,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_48,Dalton C. G. ValadaresNewton C. WillÁlvaro Á. C. C. SobrinhoAnna C. D. LimaIgor S. MoraisDanilo F. S. Santos,2023,http://link.springer.com/chapter/10.1007/978-3-031-29056-5_48,Chapter,
Research on the Mechanism of Cooperative Defense Against DDoS Attacks Based on Game Theory,Big Data Intelligence and Computing,,,,10.1007/978-981-99-2233-8_14,Tong WangZihan LaiWeiqing YuZhijun Wu,2023,http://link.springer.com/chapter/10.1007/978-981-99-2233-8_14,Chapter,
Access Control Method of SDN Network Based on Zero Trust,Tenth International Conference on Applications and Techniques in Cyber Intelligence (ICATCI 2022),,,,10.1007/978-3-031-29097-8_59,Ming LiHang ChengWanwan CaoSongbo YuJie Song,2023,http://link.springer.com/chapter/10.1007/978-3-031-29097-8_59,Chapter,
A Fuzzy-Based Error Driving System: Effect of Non Performance Error for Improving Driving Performance in VANETs,Advances in Networked-based Information Systems,,,,10.1007/978-3-031-40978-3_2,Ermioni QafzeziKevin BylykbashiShunya HigashiPhudit AmpriritKeita MatsuoLeonard Barolli,2023,http://link.springer.com/chapter/10.1007/978-3-031-40978-3_2,Chapter,
Implementation of a Fuzzy-Based Testbed for Coordination and Management of Cloud-Fog-Edge Resources in SDN-VANETs,"Advances in Internet, Data & Web Technologies",,,,10.1007/978-3-031-26281-4_48,Ermioni QafzeziKevin BylykbashiElis KullaMakoto IkedaKeita MatsuoLeonard Barolli,2023,http://link.springer.com/chapter/10.1007/978-3-031-26281-4_48,Chapter,
An Overview of Ad Hoc Networks Routing Protocols and Its Design Effectiveness,Computer Vision and Robotics,,,,10.1007/978-981-19-7892-0_33,Sarbjit KaurRamesh Kait,2023,http://link.springer.com/chapter/10.1007/978-981-19-7892-0_33,Chapter,
Implementation of a Fuzzy-Based Testbed for Assessment of Neighbor Vehicle Processing Capability in SDN-VANETs,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_11,Ermioni QafzeziKevin BylykbashiElis KullaMakoto IkedaKeita MatsuoLeonard Barolli,2023,http://link.springer.com/chapter/10.1007/978-3-031-29056-5_11,Chapter,
